Date,Close
2012-01-03,61.81383514404297
2012-01-04,61.47578811645508
2012-01-05,61.82208251953125
2012-01-06,61.6654167175293
2012-01-09,61.97873306274414
2012-01-10,62.885719299316406
2012-01-11,63.133056640625
2012-01-12,63.32271194458008
2012-01-13,62.98462677001953
2012-01-17,62.959930419921875
2012-01-18,64.08124542236328
2012-01-19,64.47701263427734
2012-01-20,64.51824188232422
2012-01-23,64.43575286865234
2012-01-24,64.80680084228516
2012-01-25,65.35924530029297
2012-01-26,65.28504180908203
2012-01-27,65.73027801513672
2012-01-30,65.21910095214844
2012-01-31,65.15315246582031
2012-02-01,66.55479431152344
2012-02-02,66.93406677246094
2012-02-03,68.39344787597656
2012-02-06,68.17085266113281
2012-02-07,68.12960815429688
2012-02-08,68.27802276611328
2012-02-09,67.93998718261719
2012-02-10,67.00824737548828
2012-02-13,67.87400817871094
2012-02-14,67.5689697265625
2012-02-15,67.00824737548828
2012-02-16,68.26979064941406
2012-02-17,68.26151275634766
2012-02-21,67.79981231689453
2012-02-22,67.26387023925781
2012-02-23,68.26979064941406
2012-02-24,68.13783264160156
2012-02-27,68.02241516113281
2012-02-28,67.8410415649414
2012-02-29,66.82691192626953
2012-03-01,67.17317199707031
2012-03-02,66.16727447509766
2012-03-05,66.24147033691406
2012-03-06,64.92224884033203
2012-03-07,65.53242492675781
2012-03-08,66.38164520263672
2012-03-09,67.28036499023438
2012-03-12,67.1484375
2012-03-13,68.48414611816406
2012-03-14,67.92350006103516
2012-03-15,68.49239349365234
2012-03-16,68.4346923828125
2012-03-19,69.01181030273438
2012-03-20,68.39344787597656
2012-03-21,68.37696838378906
2012-03-22,67.71733093261719
2012-03-23,68.37982940673828
2012-03-26,69.80233001708984
2012-03-27,69.31436920166016
2012-03-28,68.90914154052734
2012-03-29,68.71063995361328
2012-03-30,68.48734283447266
2012-04-02,69.33089447021484
2012-04-03,68.8677749633789
2012-04-04,67.767822265625
2012-04-05,67.47006225585938
2012-04-09,66.36180877685547
2012-04-10,64.79871368408203
2012-04-11,65.71672058105469
2012-04-12,66.65955352783203
2012-04-13,65.78289794921875
2012-04-16,65.89041137695312
2012-04-17,66.84151458740234
2012-04-18,66.3370132446289
2012-04-19,65.95658874511719
2012-04-20,66.3370132446289
2012-04-23,65.41902923583984
2012-04-24,65.91520690917969
2012-04-25,66.9407730102539
2012-04-26,67.60237884521484
2012-04-27,68.13172912597656
2012-04-30,67.37909698486328
2012-05-01,67.44525909423828
2012-05-02,67.627197265625
2012-05-03,66.67608642578125
2012-05-04,65.41072845458984
2012-05-07,65.58441925048828
2012-05-08,65.54304504394531
2012-05-09,65.17088317871094
2012-05-10,65.41902923583984
2012-05-11,65.25358581542969
2012-05-14,64.38522338867188
2012-05-15,64.26941680908203
2012-05-16,63.80629348754883
2012-05-17,62.35892868041992
2012-05-18,61.77174377441406
2012-05-21,63.22734451293945
2012-05-22,62.84690856933594
2012-05-23,63.25218200683594
2012-05-24,63.38448715209961
2012-05-25,63.34310531616211
2012-05-29,64.26116943359375
2012-05-30,63.02886199951172
2012-05-31,62.94615173339844
2012-06-01,61.052215576171875
2012-06-04,60.911643981933594
2012-06-05,61.697288513183594
2012-06-06,63.219051361083984
2012-06-07,62.80556869506836
2012-06-08,63.65737533569336
2012-06-11,62.25143814086914
2012-06-12,63.037139892578125
2012-06-13,62.3093147277832
2012-06-14,63.02059555053711
2012-06-15,63.864139556884766
2012-06-18,63.9386100769043
2012-06-19,65.04682159423828
2012-06-20,64.94760131835938
2012-06-21,63.36796188354492
2012-06-22,64.08747863769531
2012-06-25,63.08673095703125
2012-06-26,63.333595275878906
2012-06-27,64.36421966552734
2012-06-28,64.25615692138672
2012-06-29,66.12625122070312
2012-07-02,66.89092254638672
2012-07-03,67.76360321044922
2012-07-05,67.68881225585938
2012-07-06,66.93247985839844
2012-07-09,66.67481994628906
2012-07-10,65.93508911132812
2012-07-11,65.71070098876953
2012-07-12,65.48625946044922
2012-07-13,66.30079650878906
2012-07-16,66.03482818603516
2012-07-17,66.2675552368164
2012-07-18,66.67481994628906
2012-07-19,66.45039367675781
2012-07-20,65.60264587402344
2012-07-23,64.55538177490234
2012-07-24,63.70761489868164
2012-07-25,63.848899841308594
2012-07-26,64.39747619628906
2012-07-27,65.92681121826172
2012-07-30,65.70238494873047
2012-07-31,65.12053680419922
2012-08-01,64.04838562011719
2012-08-02,63.815650939941406
2012-08-03,65.33666229248047
2012-08-06,65.84367370605469
2012-08-07,66.44210052490234
2012-08-08,66.34236145019531
2012-08-09,66.658203125
2012-08-10,66.42547607421875
2012-08-13,66.31739807128906
2012-08-14,66.15949249267578
2012-08-15,66.74127960205078
2012-08-16,67.439453125
2012-08-17,67.91321563720703
2012-08-20,67.76360321044922
2012-08-21,67.72203826904297
2012-08-22,67.39789581298828
2012-08-23,66.9241714477539
2012-08-24,67.10700988769531
2012-08-27,67.30650329589844
2012-08-28,67.6140365600586
2012-08-29,67.82179260253906
2012-08-30,67.14857482910156
2012-08-31,67.42286682128906
2012-09-04,68.2457046508789
2012-09-05,68.2623062133789
2012-09-06,69.51737213134766
2012-09-07,70.03266906738281
2012-09-10,69.71682739257812
2012-09-11,69.86643981933594
2012-09-12,70.22383117675781
2012-09-13,71.14640045166016
2012-09-14,71.81132507324219
2012-09-17,71.4788589477539
2012-09-18,71.24614715576172
2012-09-19,71.1214599609375
2012-09-20,70.80567932128906
2012-09-21,71.06329345703125
2012-09-24,70.83132934570312
2012-09-25,69.8133544921875
2012-09-26,69.37114715576172
2012-09-27,70.12211608886719
2012-09-28,69.6214828491211
2012-10-01,69.8550796508789
2012-10-02,69.98860931396484
2012-10-03,69.78836059570312
2012-10-04,70.263916015625
2012-10-05,70.18051147460938
2012-10-08,69.73826599121094
2012-10-09,68.92060089111328
2012-10-10,68.81211853027344
2012-10-11,69.06243133544922
2012-10-12,68.50337219238281
2012-10-15,68.95392608642578
2012-10-16,69.46293640136719
2012-10-17,70.0887222290039
2012-10-18,69.70492553710938
2012-10-19,68.2947769165039
2012-10-22,68.27806854248047
2012-10-23,67.93598937988281
2012-10-24,67.75243377685547
2012-10-25,68.02776336669922
2012-10-26,67.70236206054688
2012-10-31,68.1112289428711
2012-11-01,68.82878112792969
2012-11-02,67.74407196044922
2012-11-05,68.19465637207031
2012-11-06,68.70365142822266
2012-11-07,67.03485107421875
2012-11-08,66.09198760986328
2012-11-09,66.23384857177734
2012-11-12,66.04193115234375
2012-11-13,65.66647338867188
2012-11-14,64.44821166992188
2012-11-15,64.11448669433594
2012-11-16,64.64850616455078
2012-11-19,66.01689910888672
2012-11-20,66.13373565673828
2012-11-21,66.48413848876953
2012-11-23,67.14332580566406
2012-11-26,67.36027526855469
2012-11-27,67.27680969238281
2012-11-28,67.84423828125
2012-11-29,68.62018585205078
2012-11-30,68.4867172241211
2012-12-03,68.41158294677734
2012-12-04,68.49507141113281
2012-12-05,68.41158294677734
2012-12-06,68.52008819580078
2012-12-07,68.57015228271484
2012-12-10,68.87051391601562
2012-12-11,69.59644317626953
2012-12-12,69.20425415039062
2012-12-13,68.76202392578125
2012-12-14,68.7203140258789
2012-12-17,69.68824005126953
2012-12-18,70.63944244384766
2012-12-19,70.79682159423828
2012-12-20,71.15028381347656
2012-12-21,70.85572052001953
2012-12-24,70.51066589355469
2012-12-26,70.00565338134766
2012-12-27,69.9552001953125
2012-12-28,69.4586410522461
2012-12-31,70.96513366699219
2013-01-02,73.05233001708984
2013-01-03,72.88400268554688
2013-01-04,73.42264556884766
2013-01-07,73.14492797851562
2013-01-08,73.09440612792969
2013-01-09,73.44791412353516
2013-01-10,73.6162338256836
2013-01-11,73.5068130493164
2013-01-14,73.54890441894531
2013-01-15,73.8686752319336
2013-01-16,73.64989471435547
2013-01-17,74.33157348632812
